stream;input_output;Name;mwname;protocol;port;sourceAddress;transmission;preserveHeaders;enableCorrection;networkInterface;encryption;passphrase;maxConnections;maxBandwidth;mwcore_address;mwedge;api_key
;output;SAC9_2.6_Mb;SAC9_2.6_Mb_output;SRT;6168;0;0;0;0;0;16;football2020;5;0;;;
;output;SAC9_2.6_Mb;SAC9_2.6_Mb_output;SRT;6169;0;0;0;0;0;16;football2020;5;0;;;
;output;SAC106a_1.9_Mb;SAC106a_1.9_Mb_output;SRT;6170;0;0;0;0;0;16;football2020;5;0;;;
;output;SAC106a_1.9_Mb;SAC106a_1.9_Mb_output;SRT;6171;0;0;0;0;0;16;football2020;5;0;;;
;output;SAC106a_1.9_Mb;SAC106a_1.9_Mb_output;SRT;6172;0;0;0;0;0;16;football2020;5;0;;;
;output;SAC106a_1.9_Mb;SAC106a_1.9_Mb_output;SRT;6173;0;0;0;0;0;16;football2020;5;0;;;
;output;SAC106a_1.9_Mb;SAC106a_1.9_Mb_output;SRT;6174;0;0;0;0;0;16;football2020;5;0;;;
;output;SAC106a_2.6_Mb;SAC106a_2.6_Mb_output;SRT;6175;0;0;0;0;0;16;football2020;5;0;;;
;output;SAC106a_2.6_Mb;SAC106a_2.6_Mb_output;SRT;6176;0;0;0;0;0;16;football2020;5;0;;;
;output;SAC106a_2.6_Mb;SAC106a_2.6_Mb_output;SRT;6177;0;0;0;0;0;16;football2020;5;0;;;
;output;SAC106a_2.6_Mb;SAC106a_2.6_Mb_output;SRT;6178;0;0;0;0;0;16;football2020;5;0;;;
;output;SAC106a_2.6_Mb;SAC106a_2.6_Mb_output;SRT;6179;0;0;0;0;0;16;football2020;5;0;;;
;output;SAC106_1.9_Mb;SAC106_1.9_Mb_output;SRT;6180;0;0;0;0;0;16;football2020;5;0;;;
;output;SAC106_1.9_Mb;SAC106_1.9_Mb_output;SRT;6181;0;0;0;0;0;16;football2020;5;0;;;
;output;SAC106_1.9_Mb;SAC106_1.9_Mb_output;SRT;6182;0;0;0;0;0;16;football2020;5;0;;;
;output;SAC106_1.9_Mb;SAC106_1.9_Mb_output;SRT;6183;0;0;0;0;0;16;football2020;5;0;;;
;output;SAC106_1.9_Mb;SAC106_1.9_Mb_output;SRT;6184;0;0;0;0;0;16;football2020;5;0;;;
;output;SAC106_2.6_Mb;SAC106_2.6_Mb_output;SRT;6185;0;0;0;0;0;16;football2020;5;0;;;
;output;SAC106_2.6_Mb;SAC106_2.6_Mb_output;SRT;6186;0;0;0;0;0;16;football2020;5;0;;;
;output;SAC106_2.6_Mb;SAC106_2.6_Mb_output;SRT;6187;0;0;0;0;0;16;football2020;5;0;;;
;output;SAC106_2.6_Mb;SAC106_2.6_Mb_output;SRT;6188;0;0;0;0;0;16;football2020;5;0;;;
;output;SAC106_2.6_Mb;SAC106_2.6_Mb_output;SRT;6189;0;0;0;0;0;16;football2020;5;0;;;
;output;SAC111A_1.9_Mb;SAC111A_1.9_Mb_output;SRT;6190;0;0;0;0;0;16;football2020;5;0;;;
;output;SAC111A_1.9_Mb;SAC111A_1.9_Mb_output;SRT;6191;0;0;0;0;0;16;football2020;5;0;;;
;output;SAC111A_1.9_Mb;SAC111A_1.9_Mb_output;SRT;6192;0;0;0;0;0;16;football2020;5;0;;;
;output;SAC111A_1.9_Mb;SAC111A_1.9_Mb_output;SRT;6193;0;0;0;0;0;16;football2020;5;0;;;
;output;SAC111A_1.9_Mb;SAC111A_1.9_Mb_output;SRT;6194;0;0;0;0;0;16;football2020;5;0;;;
;output;SAC111A_2.6_Mb;SAC111A_2.6_Mb_output;SRT;6195;0;0;0;0;0;16;football2020;5;0;;;
;output;SAC111A_2.6_Mb;SAC111A_2.6_Mb_output;SRT;6196;0;0;0;0;0;16;football2020;5;0;;;
;output;SAC111A_2.6_Mb;SAC111A_2.6_Mb_output;SRT;6197;0;0;0;0;0;16;football2020;5;0;;;
;output;SAC111A_2.6_Mb;SAC111A_2.6_Mb_output;SRT;6198;0;0;0;0;0;16;football2020;5;0;;;
;output;SAC111A_2.6_Mb;SAC111A_2.6_Mb_output;SRT;6199;0;0;0;0;0;16;football2020;5;0;;;
;output;SAC109V_1.9_Mb;SAC109V_1.9_Mb_output;SRT;6200;0;0;0;0;0;16;football2020;5;0;;;
;output;SAC109V_1.9_Mb;SAC109V_1.9_Mb_output;SRT;6201;0;0;0;0;0;16;football2020;5;0;;;
;output;SAC109V_1.9_Mb;SAC109V_1.9_Mb_output;SRT;6202;0;0;0;0;0;16;football2020;5;0;;;
;output;SAC109V_1.9_Mb;SAC109V_1.9_Mb_output;SRT;6203;0;0;0;0;0;16;football2020;5;0;;;
;output;SAC109V_1.9_Mb;SAC109V_1.9_Mb_output;SRT;6204;0;0;0;0;0;16;football2020;5;0;;;
;output;SAC109V_2.6_Mb;SAC109V_2.6_Mb_output;SRT;6205;0;0;0;0;0;16;football2020;5;0;;;
;output;SAC109V_2.6_Mb;SAC109V_2.6_Mb_output;SRT;6206;0;0;0;0;0;16;football2020;5;0;;;
;output;SAC109V_2.6_Mb;SAC109V_2.6_Mb_output;SRT;6207;0;0;0;0;0;16;football2020;5;0;;;
;output;SAC109V_2.6_Mb;SAC109V_2.6_Mb_output;SRT;6208;0;0;0;0;0;16;football2020;5;0;;;
;output;SAC109V_2.6_Mb;SAC109V_2.6_Mb_output;SRT;6209;0;0;0;0;0;16;football2020;5;0;;;
;output;MTXC1 Clean_1.9_Mb;MTXC1 Clean_1.9_Mb_output;SRT;6210;0;0;0;0;0;16;football2020;5;0;;;
;output;MTXC1 Clean_1.9_Mb;MTXC1 Clean_1.9_Mb_output;SRT;6211;0;0;0;0;0;16;football2020;5;0;;;
;output;MTXC1 Clean_1.9_Mb;MTXC1 Clean_1.9_Mb_output;SRT;6212;0;0;0;0;0;16;football2020;5;0;;;
;output;MTXC1 Clean_1.9_Mb;MTXC1 Clean_1.9_Mb_output;SRT;6213;0;0;0;0;0;16;football2020;5;0;;;
;output;MTXC1 Clean_1.9_Mb;MTXC1 Clean_1.9_Mb_output;SRT;6214;0;0;0;0;0;16;football2020;5;0;;;
;output;MTXC1 Clean_2.6_Mb;MTXC1 Clean_2.6_Mb_output;SRT;6215;0;0;0;0;0;16;football2020;5;0;;;
;output;MTXC1 Clean_2.6_Mb;MTXC1 Clean_2.6_Mb_output;SRT;6216;0;0;0;0;0;16;football2020;5;0;;;
;output;MTXC1 Clean_2.6_Mb;MTXC1 Clean_2.6_Mb_output;SRT;6217;0;0;0;0;0;16;football2020;5;0;;;
;output;MTXC1 Clean_2.6_Mb;MTXC1 Clean_2.6_Mb_output;SRT;6218;0;0;0;0;0;16;football2020;5;0;;;
;output;MTXC1 Clean_2.6_Mb;MTXC1 Clean_2.6_Mb_output;SRT;6219;0;0;0;0;0;16;football2020;5;0;;;
;output;MTXC1 Dirty_1.9_Mb;MTXC1 Dirty_1.9_Mb_output;SRT;6220;0;0;0;0;0;16;football2020;5;0;;;
;output;MTXC1 Dirty_1.9_Mb;MTXC1 Dirty_1.9_Mb_output;SRT;6221;0;0;0;0;0;16;football2020;5;0;;;
;output;MTXC1 Dirty_1.9_Mb;MTXC1 Dirty_1.9_Mb_output;SRT;6222;0;0;0;0;0;16;football2020;5;0;;;
;output;MTXC1 Dirty_1.9_Mb;MTXC1 Dirty_1.9_Mb_output;SRT;6223;0;0;0;0;0;16;football2020;5;0;;;
;output;MTXC1 Dirty_1.9_Mb;MTXC1 Dirty_1.9_Mb_output;SRT;6224;0;0;0;0;0;16;football2020;5;0;;;
;output;MTXC1 Dirty_2.6_Mb;MTXC1 Dirty_2.6_Mb_output;SRT;6225;0;0;0;0;0;16;football2020;5;0;;;
;output;MTXC1 Dirty_2.6_Mb;MTXC1 Dirty_2.6_Mb_output;SRT;6226;0;0;0;0;0;16;football2020;5;0;;;
;output;MTXC1 Dirty_2.6_Mb;MTXC1 Dirty_2.6_Mb_output;SRT;6227;0;0;0;0;0;16;football2020;5;0;;;
;output;MTXC1 Dirty_2.6_Mb;MTXC1 Dirty_2.6_Mb_output;SRT;6228;0;0;0;0;0;16;football2020;5;0;;;
;output;MTXC1 Dirty_2.6_Mb;MTXC1 Dirty_2.6_Mb_output;SRT;6229;0;0;0;0;0;16;football2020;5;0;;;
;output;MTXC2 Dirty_1.9_Mb;MTXC2 Dirty_1.9_Mb_output;SRT;6230;0;0;0;0;0;16;football2020;5;0;;;
;output;MTXC2 Dirty_1.9_Mb;MTXC2 Dirty_1.9_Mb_output;SRT;6231;0;0;0;0;0;16;football2020;5;0;;;
;output;MTXC2 Dirty_1.9_Mb;MTXC2 Dirty_1.9_Mb_output;SRT;6232;0;0;0;0;0;16;football2020;5;0;;;
;output;MTXC2 Dirty_1.9_Mb;MTXC2 Dirty_1.9_Mb_output;SRT;6233;0;0;0;0;0;16;football2020;5;0;;;
;output;MTXC2 Dirty_1.9_Mb;MTXC2 Dirty_1.9_Mb_output;SRT;6234;0;0;0;0;0;16;football2020;5;0;;;
;output;MTXC2 Dirty_2.6_Mb;MTXC2 Dirty_2.6_Mb_output;SRT;6235;0;0;0;0;0;16;football2020;5;0;;;
;output;MTXC2 Dirty_2.6_Mb;MTXC2 Dirty_2.6_Mb_output;SRT;6236;0;0;0;0;0;16;football2020;5;0;;;
;output;MTXC2 Dirty_2.6_Mb;MTXC2 Dirty_2.6_Mb_output;SRT;6237;0;0;0;0;0;16;football2020;5;0;;;
;output;MTXC2 Dirty_2.6_Mb;MTXC2 Dirty_2.6_Mb_output;SRT;6238;0;0;0;0;0;16;football2020;5;0;;;
;output;MTXC2 Dirty_2.6_Mb;MTXC2 Dirty_2.6_Mb_output;SRT;6239;0;0;0;0;0;16;football2020;5;0;;;
;output;MTXC4 Dirty_1.9_Mb;MTXC4 Dirty_1.9_Mb_output;SRT;6240;0;0;0;0;0;16;football2020;5;0;;;
;output;MTXC4 Dirty_1.9_Mb;MTXC4 Dirty_1.9_Mb_output;SRT;6241;0;0;0;0;0;16;football2020;5;0;;;
;output;MTXC4 Dirty_1.9_Mb;MTXC4 Dirty_1.9_Mb_output;SRT;6242;0;0;0;0;0;16;football2020;5;0;;;
;output;MTXC4 Dirty_1.9_Mb;MTXC4 Dirty_1.9_Mb_output;SRT;6243;0;0;0;0;0;16;football2020;5;0;;;
;output;MTXC4 Dirty_1.9_Mb;MTXC4 Dirty_1.9_Mb_output;SRT;6244;0;0;0;0;0;16;football2020;5;0;;;
;output;MTXC4 Dirty_2.6_Mb;MTXC4 Dirty_2.6_Mb_output;SRT;6245;0;0;0;0;0;16;football2020;5;0;;;
;output;MTXC4 Dirty_2.6_Mb;MTXC4 Dirty_2.6_Mb_output;SRT;6246;0;0;0;0;0;16;football2020;5;0;;;
;output;MTXC4 Dirty_2.6_Mb;MTXC4 Dirty_2.6_Mb_output;SRT;6247;0;0;0;0;0;16;football2020;5;0;;;
;output;MTXC4 Dirty_2.6_Mb;MTXC4 Dirty_2.6_Mb_output;SRT;6248;0;0;0;0;0;16;football2020;5;0;;;
;output;MTXC4 Dirty_2.6_Mb;MTXC4 Dirty_2.6_Mb_output;SRT;6249;0;0;0;0;0;16;football2020;5;0;;;
;output;REM Multiviewer_1.9_Mb;REM Multiviewer_1.9_Mb_output;SRT;6250;0;0;0;0;0;16;football2020;5;0;;;
;output;REM Multiviewer_1.9_Mb;REM Multiviewer_1.9_Mb_output;SRT;6251;0;0;0;0;0;16;football2020;5;0;;;
;output;REM Multiviewer_1.9_Mb;REM Multiviewer_1.9_Mb_output;SRT;6252;0;0;0;0;0;16;football2020;5;0;;;
;output;REM Multiviewer_1.9_Mb;REM Multiviewer_1.9_Mb_output;SRT;6253;0;0;0;0;0;16;football2020;5;0;;;
;output;REM Multiviewer_1.9_Mb;REM Multiviewer_1.9_Mb_output;SRT;6254;0;0;0;0;0;16;football2020;5;0;;;
;output;REM Multiviewer_2.6_Mb;REM Multiviewer_2.6_Mb_output;SRT;6255;0;0;0;0;0;16;football2020;5;0;;;
;output;REM Multiviewer_2.6_Mb;REM Multiviewer_2.6_Mb_output;SRT;6256;0;0;0;0;0;16;football2020;5;0;;;
;output;REM Multiviewer_2.6_Mb;REM Multiviewer_2.6_Mb_output;SRT;6257;0;0;0;0;0;16;football2020;5;0;;;
;output;REM Multiviewer_2.6_Mb;REM Multiviewer_2.6_Mb_output;SRT;6258;0;0;0;0;0;16;football2020;5;0;;;
;output;REM Multiviewer_2.6_Mb;REM Multiviewer_2.6_Mb_output;SRT;6259;0;0;0;0;0;16;football2020;5;0;;;
;output;MTX Multiviewer_1.9_Mb;MTX Multiviewer_1.9_Mb_output;SRT;6260;0;0;0;0;0;16;football2020;5;0;;;
;output;MTX Multiviewer_1.9_Mb;MTX Multiviewer_1.9_Mb_output;SRT;6261;0;0;0;0;0;16;football2020;5;0;;;
;output;MTX Multiviewer_1.9_Mb;MTX Multiviewer_1.9_Mb_output;SRT;6262;0;0;0;0;0;16;football2020;5;0;;;
;output;MTX Multiviewer_1.9_Mb;MTX Multiviewer_1.9_Mb_output;SRT;6263;0;0;0;0;0;16;football2020;5;0;;;
;output;MTX Multiviewer_1.9_Mb;MTX Multiviewer_1.9_Mb_output;SRT;6264;0;0;0;0;0;16;football2020;5;0;;;
;output;MTX Multiviewer_2.6_Mb;MTX Multiviewer_2.6_Mb_output;SRT;6265;0;0;0;0;0;16;football2020;5;0;;;
;output;MTX Multiviewer_2.6_Mb;MTX Multiviewer_2.6_Mb_output;SRT;6266;0;0;0;0;0;16;football2020;5;0;;;
;output;MTX Multiviewer_2.6_Mb;MTX Multiviewer_2.6_Mb_output;SRT;6267;0;0;0;0;0;16;football2020;5;0;;;
;output;MTX Multiviewer_2.6_Mb;MTX Multiviewer_2.6_Mb_output;SRT;6268;0;0;0;0;0;16;football2020;5;0;;;
;output;MTX Multiviewer_2.6_Mb;MTX Multiviewer_2.6_Mb_output;SRT;6269;0;0;0;0;0;16;football2020;5;0;;;
;output;Reg2 Dirty_2.1_Mb;Reg2 Dirty_2.1_Mb_output;SRT;6270;0;0;0;0;0;16;football2020;5;0;;;
;output;Reg2 Dirty_2.1_Mb;Reg2 Dirty_2.1_Mb_output;SRT;6271;0;0;0;0;0;16;football2020;5;0;;;
;output;Reg2 Dirty_2.1_Mb;Reg2 Dirty_2.1_Mb_output;SRT;6272;0;0;0;0;0;16;football2020;5;0;;;
;output;Reg2 Dirty_2.1_Mb;Reg2 Dirty_2.1_Mb_output;SRT;6273;0;0;0;0;0;16;football2020;5;0;;;
;output;Reg2 Dirty_2.1_Mb;Reg2 Dirty_2.1_Mb_output;SRT;6274;0;0;0;0;0;16;football2020;5;0;;;
;output;Reg2 Dirty_4.1_Mb;Reg2 Dirty_4.1_Mb_output;SRT;6275;0;0;0;0;0;16;football2020;5;0;;;
;output;Reg2 Dirty_4.1_Mb;Reg2 Dirty_4.1_Mb_output;SRT;6276;0;0;0;0;0;16;football2020;5;0;;;
;output;Reg2 Dirty_4.1_Mb;Reg2 Dirty_4.1_Mb_output;SRT;6277;0;0;0;0;0;16;football2020;5;0;;;
;output;Reg2 Dirty_4.1_Mb;Reg2 Dirty_4.1_Mb_output;SRT;6278;0;0;0;0;0;16;football2020;5;0;;;
;output;Reg2 Dirty_4.1_Mb;Reg2 Dirty_4.1_Mb_output;SRT;6279;0;0;0;0;0;16;football2020;5;0;;;
;output;MTXC11_1.9_Mb;MTXC11_1.9_Mb_output;SRT;6280;0;0;0;0;0;16;football2020;5;0;;;
;output;MTXC11_1.9_Mb;MTXC11_1.9_Mb_output;SRT;6281;0;0;0;0;0;16;football2020;5;0;;;
;output;MTXC11_1.9_Mb;MTXC11_1.9_Mb_output;SRT;6282;0;0;0;0;0;16;football2020;5;0;;;
;output;MTXC11_1.9_Mb;MTXC11_1.9_Mb_output;SRT;6283;0;0;0;0;0;16;football2020;5;0;;;
;output;MTXC11_1.9_Mb;MTXC11_1.9_Mb_output;SRT;6284;0;0;0;0;0;16;football2020;5;0;;;
;output;MTXC11_2.6_Mb;MTXC11_2.6_Mb_output;SRT;6285;0;0;0;0;0;16;football2020;5;0;;;
;output;MTXC11_2.6_Mb;MTXC11_2.6_Mb_output;SRT;6286;0;0;0;0;0;16;football2020;5;0;;;
;output;MTXC11_2.6_Mb;MTXC11_2.6_Mb_output;SRT;6287;0;0;0;0;0;16;football2020;5;0;;;
;output;MTXC11_2.6_Mb;MTXC11_2.6_Mb_output;SRT;6288;0;0;0;0;0;16;football2020;5;0;;;
;output;MTXC11_2.6_Mb;MTXC11_2.6_Mb_output;SRT;6289;0;0;0;0;0;16;football2020;5;0;;;
;output;MV1-8_2.1_Mb;MV1-8_2.1_Mb_output;SRT;6290;0;0;0;0;0;16;football2020;5;0;;;
;output;MV1-8_2.1_Mb;MV1-8_2.1_Mb_output;SRT;6291;0;0;0;0;0;16;football2020;5;0;;;
;output;MV1-8_2.1_Mb;MV1-8_2.1_Mb_output;SRT;6292;0;0;0;0;0;16;football2020;5;0;;;
;output;MV1-8_2.1_Mb;MV1-8_2.1_Mb_output;SRT;6293;0;0;0;0;0;16;football2020;5;0;;;
;output;MV1-8_2.1_Mb;MV1-8_2.1_Mb_output;SRT;6294;0;0;0;0;0;16;football2020;5;0;;;
;output;MV10-17_2.1_Mb;MV10-17_2.1_Mb_output;SRT;6295;0;0;0;0;0;16;football2020;5;0;;;
;output;MV10-17_2.1_Mb;MV10-17_2.1_Mb_output;SRT;6296;0;0;0;0;0;16;football2020;5;0;;;
;output;MV10-17_2.1_Mb;MV10-17_2.1_Mb_output;SRT;6297;0;0;0;0;0;16;football2020;5;0;;;
;output;MV10-17_2.1_Mb;MV10-17_2.1_Mb_output;SRT;6298;0;0;0;0;0;16;football2020;5;0;;;
;output;MV10-17_2.1_Mb;MV10-17_2.1_Mb_output;SRT;6299;0;0;0;0;0;16;football2020;5;0;;;
;output;MV18-25_2.1_Mb;MV18-25_2.1_Mb_output;SRT;6300;0;0;0;0;0;16;football2020;5;0;;;
;output;MV18-25_2.1_Mb;MV18-25_2.1_Mb_output;SRT;6301;0;0;0;0;0;16;football2020;5;0;;;
;output;MV18-25_2.1_Mb;MV18-25_2.1_Mb_output;SRT;6302;0;0;0;0;0;16;football2020;5;0;;;
;output;MV18-25_2.1_Mb;MV18-25_2.1_Mb_output;SRT;6303;0;0;0;0;0;16;football2020;5;0;;;
;output;MV18-25_2.1_Mb;MV18-25_2.1_Mb_output;SRT;6304;0;0;0;0;0;16;football2020;5;0;;;
;output;SIS GHTV2 LOWBUF_1.9_Mb;SIS GHTV2 LOWBUF_1.9_Mb_output;SRT;6305;0;0;0;0;0;16;football2020;5;0;;;
;output;SIS GHTV2 LOWBUF_1.9_Mb;SIS GHTV2 LOWBUF_1.9_Mb_output;SRT;6306;0;0;0;0;0;16;football2020;5;0;;;
;output;SIS GHTV2 LOWBUF_1.9_Mb;SIS GHTV2 LOWBUF_1.9_Mb_output;SRT;6307;0;0;0;0;0;16;football2020;5;0;;;
;output;SIS GHTV2 LOWBUF_1.9_Mb;SIS GHTV2 LOWBUF_1.9_Mb_output;SRT;6308;0;0;0;0;0;16;football2020;5;0;;;
;output;SIS GHTV2 LOWBUF_1.9_Mb;SIS GHTV2 LOWBUF_1.9_Mb_output;SRT;6309;0;0;0;0;0;16;football2020;5;0;;;
;output;SIS GHTV2 LOWBUF_2.6_Mb;SIS GHTV2 LOWBUF_2.6_Mb_output;SRT;6310;0;0;0;0;0;16;football2020;5;0;;;
;output;SIS GHTV2 LOWBUF_2.6_Mb;SIS GHTV2 LOWBUF_2.6_Mb_output;SRT;6311;0;0;0;0;0;16;football2020;5;0;;;
;output;SIS GHTV2 LOWBUF_2.6_Mb;SIS GHTV2 LOWBUF_2.6_Mb_output;SRT;6312;0;0;0;0;0;16;football2020;5;0;;;
;output;SIS GHTV2 LOWBUF_2.6_Mb;SIS GHTV2 LOWBUF_2.6_Mb_output;SRT;6313;0;0;0;0;0;16;football2020;5;0;;;
;output;SIS GHTV2 LOWBUF_2.6_Mb;SIS GHTV2 LOWBUF_2.6_Mb_output;SRT;6314;0;0;0;0;0;16;football2020;5;0;;;
;output;R2_H265_1.9_Mb;R2_H265_1.9_Mb_output;SRT;6315;0;0;0;0;0;16;football2020;5;0;;;
;output;R2_H265_1.9_Mb;R2_H265_1.9_Mb_output;SRT;6316;0;0;0;0;0;16;football2020;5;0;;;
;output;R2_H265_1.9_Mb;R2_H265_1.9_Mb_output;SRT;6317;0;0;0;0;0;16;football2020;5;0;;;
;output;R2_H265_1.9_Mb;R2_H265_1.9_Mb_output;SRT;6318;0;0;0;0;0;16;football2020;5;0;;;
;output;R2_H265_1.9_Mb;R2_H265_1.9_Mb_output;SRT;6319;0;0;0;0;0;16;football2020;5;0;;;
;output;R2_H265_2.6_Mb;R2_H265_2.6_Mb_output;SRT;6320;0;0;0;0;0;16;football2020;5;0;;;
;output;R2_H265_2.6_Mb;R2_H265_2.6_Mb_output;SRT;6321;0;0;0;0;0;16;football2020;5;0;;;
;output;R2_H265_2.6_Mb;R2_H265_2.6_Mb_output;SRT;6322;0;0;0;0;0;16;football2020;5;0;;;
;output;R2_H265_2.6_Mb;R2_H265_2.6_Mb_output;SRT;6323;0;0;0;0;0;16;football2020;5;0;;;
;output;R2_H265_2.6_Mb;R2_H265_2.6_Mb_output;SRT;6324;0;0;0;0;0;16;football2020;5;0;;;
